idCliente;apellido1;apellido2;nombre;salario;rangoSalarial;localidad;municipio;provincia
558;DUHALDE;ROCCI;NORALI;37882,01263;muy alto;Fuenteguinaldo;Campo de Robledo;Salamanca
559;DURAN;SANCHEZ;FERNANDO ARIEL;33103,06518;alto;Fuenteliante;El Abadengo;Salamanca
560;ECHEVERRIA;BESSONART;LEOPOLDO JAVIER;34022,60538;alto;Fuenterroble de Salvatierra;Salvatierra (comarca);Salamanca
561;ECHEVERRY;CUENCA;ALBA INÉS;34442,94937;alto;Fuentes de Béjar;Sierra de Béjar;Salamanca
562;EGUREN;CASAL;PABLO ARTURO;36074,99097;muy alto;Fuentes de Oñoro;Campo de Argañán;Salamanca
563;ENCISO;PEREZ;ELSA MABEL;30694,8837;medio;Gajates;Tierra de Alba (Salamanca);Salamanca
564;ENGLER;GOLOVCHENKO;HENRY;19809,09252;muy bajo;Galindo y Perahuy;Campo de Salamanca;Salamanca
565;ENRIQUE;TOLEDO;MARIA JACQUELINE;28063,11183;medio;Galinduste;Tierra de Alba (Salamanca);Salamanca
566;ENSEÑAT;VITALE;KARLA ANDREA;29776,83725;medio;Galisancho;Tierra de Alba (Salamanca);Salamanca
567;ERRAMUSPE;RAFFO;TABARE;29975,85899;medio;Gallegos de Argañán;Campo de Argañán;Salamanca
568;ERSERGUER;TESTA;DANIEL GUSTAVO;33110,07034;alto;Gallegos de Solmirón;Alto Tormes;Salamanca
569;ESPINO;RODRIGUEZ;NELLY;28706,37217;medio;Garcibuey;Sierra de Francia;Salamanca
570;ESPINO;LUCIA;MARIELA;42311,58045;muy alto;Garcihernández;Tierra de Alba (Salamanca);Salamanca
571;ESPINOSA;TEIBO;LUIS DANIEL;24673,449;bajo;Garcirrey;Campo de Salamanca;Salamanca
572;ESTEVES;GONZALEZ;DANIEL;29833,99044;medio;Gejuelo del Barro;Tierra de Ledesma;Salamanca
573;ETCHEVERRY;MEDINA;SANDRA CLAUDIA;20954,2224;muy bajo;Golpejas;Tierra de Ledesma;Salamanca
574;ETTLIN;GUAZZO;EDGARDO MATEO;16339,29903;muy bajo;Gomecello;La Armuña;Salamanca
575;FAIG;GARICOITS;JUAN FRANCISCO;22830,53856;muy bajo;Guadramiro;La Ramajería;Salamanca
576;FAREZ;LIMA;EDUARDO;24016,63123;bajo;Guijo de Ávila;Alto Tormes;Salamanca
577;FARFALLA;SALVO;MARIA CONSTANZA;37255,9295;muy alto;Guijuelo;Salvatierra (comarca);Salamanca
578;FERNANDEZ;DA SILVA;JULIO CESAR;27352,40933;medio;Herguijuela de Ciudad Rodrigo;Campo de Agadones;Salamanca
579;FERNANDEZ;DI MAGGIO;HORACIO GUSTAVO;32724,06669;alto;Herguijuela de la Sierra;Sierra de Francia;Salamanca
580;FERNANDEZ;PUIG;IRIS NADINA;36847,14191;muy alto;Herguijuela del Campo;Entresierras;Salamanca
581;FERNANDEZ;DOVAT;EDUARDO;24917,53456;bajo;Hinojosa de Duero;El Abadengo;Salamanca
582;FERNANDEZ DE LA VEGA;MENDEZ;ADOLFO;39551,90489;muy alto;Horcajo Medianero;Tierra de Alba (Salamanca);Salamanca
583;FERRANDO;GUTIERREZ;JORGE LUIS;36428,67032;muy alto;Horcajo de Montemayor;Sierra de Béjar;Salamanca
584;FERRERO;ALVAREZ;MONICA;43639,12374;muy alto;Iruelos;La Ramajería;Salamanca
585;FIERRO;COSTA;EMMA;12998,56277;muy bajo;Ituero de Azaba;Campo de Argañán;Salamanca
586;FOLLE;UNGO;GUSTAVO ALEJANDRO;23063,44078;bajo;Juzbado;Tierra de Ledesma;Salamanca
587;FONTAN;MARTINEZ;FERNANDO DANIEL;37451,83169;muy alto;La Alameda de Gardón;Campo de Argañán;Salamanca
588;FONTES;SOSA;RAUL NOCOLAS;30475,43088;medio;La Alamedilla;Campo de Argañán;Salamanca
589;FONTICIELLA;DE ABREU;RAMON ANGEL;23596,30468;bajo;La Alberca;Sierra de Francia;Salamanca
590;FONTORA;CARDOZO;NANCY STELLA;34152,61691;alto;La Alberguería de Argañán;Campo de Argañán;Salamanca
591;FORMOSO;BARRENECHE;RAFAEL;21550,40551;muy bajo;La Atalaya;Campo de Agadones;Salamanca
592;FOSSATI;AVILES;MARIA GABRIELA;24007,88845;bajo;La Bouza;Campo de Argañán;Salamanca
593;FRACHIA;ACUÑA;JUAN MARTIN;28303,82166;medio;La Cabeza de Béjar;Sierra de Béjar;Salamanca
594;FRAGA;AFFONSO;LUIS ALFREDO;31583,08892;alto;La Calzada de Béjar;Sierra de Béjar;Salamanca
595;FRANZONI;ETCHEVERRY;LEONEL;46546,23984;muy alto;La Fregeneda;El Abadengo;Salamanca
596;FRATTI;SILVEIRA;LUIS ALFREDO;26346,86742;medio;La Fuente de San Esteban;Campo del Yeltes;Salamanca
597;FRUGONI;VEGA;GABRIEL;27599,86821;medio;La Hoya;Sierra de Béjar;Salamanca
598;FUENTES;DOMINGUEZ;DANIEL;32761,98994;alto;La Mata de Ledesma;Tierra de Ledesma;Salamanca
599;FULCO;FERNANDEZ;MARIA GABRIELA;28618,31838;medio;La Maya;Tierra de Alba (Salamanca);Salamanca
600;FURTADO;SANTURIO;MARIO ENRIQUE;22370,12269;muy bajo;La Orbada;La Armuña;Salamanca
601;GADEA;BANEGA;JUAN ERNESTO;41682,11193;muy alto;La Peña;La Ramajería;Salamanca
602;GALARZA;SOSA;MARCELO DANIEL;32182,07826;alto;La Redonda;El Abadengo;Salamanca
603;GALLI;MARISTAN;HEBER ARTEMIS;27788,38002;medio;La Rinconada de la Sierra;Sierra de Francia;Salamanca
604;GALLINAL;ALGORTA;MATILDE VERONICA;34792,31591;alto;La Sagrada;La Huebra;Salamanca
605;GANDARA;MOSQUERA;MA.DEL CARMEN;19935,18252;muy bajo;La Sierpe;Entresierras;Salamanca
606;GANDINI;;JORGE;30613,77465;medio;La Tala;Alto Tormes;Salamanca
607;GARCIA;PELUFO;MA. DEL ROSARIO POMP;17260,13463;muy bajo;La Vellés;La Armuña;Salamanca
608;GARCIA;DUCHINI;JAVIER FERNANDO;31090,9418;alto;La Vídola;La Ramajería;Salamanca
609;GARCIA;RIVERO;ALBERTO ADHEMAR;21260,48006;muy bajo;La Zarza de Pumareda;La Ramajería;Salamanca
610;GARCIA;BORGES;CARLOS ENRIQUE;33859,43459;alto;Lagunilla;Sierra de Béjar;Salamanca
611;GARCIA;AISHEMBERG;LUIS IGNACIO;35495,29656;muy alto;Larrodrigo;Tierra de Alba (Salamanca);Salamanca
612;GARCIA;OTEGUI;JOSE ALEJANDRO;38900,97193;muy alto;Las Casas del Conde;Sierra de Francia;Salamanca
613;GARCIA;GUTIERREZ;EDGAR DANIEL;20191,2848;muy bajo;Las Veguillas;Campo de Salamanca;Salamanca
614;GARCIA;TARRAGO;LUIS GERARDO;29044,72321;medio;Ledesma;Tierra de Ledesma;Salamanca
615;GARCIA;MONTANER;CARLOS;27274,57872;medio;Ledrada;Sierra de Béjar;Salamanca
616;GARDIOL;FAEDO;NAPOLEON;27771,49637;medio;Linares de Riofrío;Sierra de Francia;Salamanca
617;GENTA;VARELA;JOSE LUIS;37547,21032;muy alto;Los Santos;Entresierras;Salamanca
618;GETAL;BARAVRAN;LUIS ALBERTO;21951,4967;muy bajo;Lumbrales;El Abadengo;Salamanca
619;GHIONE;CORE;ALICIA ALBA;18752,567;muy bajo;Machacón;Campo de Salamanca;Salamanca
620;GIAMBRUNO;VOLPI;ALBERTO LAMAS;31712,56278;alto;Macotera;Tierra de Peñaranda;Salamanca
621;GILARDONI;AVALLE;ROLANDO DANIEL;30476,39497;medio;Madroñal;Sierra de Francia;Salamanca
622;GIORGI;GOMEZ;VICTOR ALBERTO;30169,53864;medio;Malpartida;Tierra de Peñaranda;Salamanca
623;ABALDE;MARTINEZ;MARÍA ROSARIO;24917,92682;bajo;Abades;Santa María la Real de Nieva;Segovia
624;ADDIEGO;PROSPERO;GERARDO;30933,24667;medio;Adrada de Pirón;Comarca de Segovia;Segovia
625;AGUERRE;PEREIRO;STELLA SERRANA;19751,80066;muy bajo;Adrados;Comunidad de Villa y Tierra de Cuéllar;Segovia
626;AIRALDI;GOMEZ;ROBERTO;28819,59231;medio;Aguilafuente;;Segovia
627;ALONSO;MAY;GONZALO;23259,74263;bajo;Alconada de Maderuelo;;Segovia
628;ALVAREZ;BOGLIOLO;ALFREDO;26274,40933;medio;Aldea Real;;Segovia
629;ALVAREZ;SAMUDIO;HUBERTO NILSON;21815,58971;muy bajo;Aldealcorvo;Comunidad de Villa y Tierra de Sepúlveda;Segovia
630;ALVEZ;VILA;EVA MYRIAN;28642,1067;medio;Aldealengua de Pedraza;;Segovia
631;ALZA;SASTRE;ALVARO MARTIN;28669,06175;medio;Aldealengua de Santa María;;Segovia
632;ANDRADE;DEFELIPO;LUIS ALBERTO;24633,14981;bajo;Aldeanueva de la Serrezuela;;Segovia
633;ANDRADE;VALDEZ;ALBERTO FABIAN;19126,82908;muy bajo;Aldeanueva del Codonal;;Segovia
634;ANTIA;BEHERENS;MARIA MERCEDES;35215,57413;muy alto;Aldeasoña;;Segovia
635;ANTONELLI;CORBI;ALEJANDRO;30245,80102;medio;Aldehorno;;Segovia
636;ARAUJO;DUARTE;MARY BEATRIZ;17415,39949;muy bajo;Aldehuela del Codonal;Campiña Segoviana;Segovia
637;ARAUJO;SERRON;LIDIA;31932,52467;alto;Aldeonte;;Segovia
638;ASTOR;PORRINI;DARIO;16710,86449;muy bajo;Anaya;Campiña Segoviana;Segovia
639;AZURIZ;CANNELLA;KARINA;32861,2374;alto;Arahuetes;;Segovia
640;BALBIS;GALLO;JUAN DANIEL;29264,37535;medio;Arcones;;Segovia
641;BAPTISTA;ETCHATZ;HECTOR CARLOS;32637,36786;alto;Arevalillo de Cega;;Segovia
642;BARCELONA;CAMPELO;GRACIELA TERESA;23872,71392;bajo;Armuña;;Segovia
643;BARRIOS;RECUERO;DANIEL HONORIO;21724,55291;muy bajo;Ayllón;;Segovia
644;BASSO;GARRIDO;JORGE OTTO;31763,22449;alto;Añe;;Segovia
645;BEJEREZ;PEREIRA DAS NEVES;RONI LUCAS;26012,97888;medio;Barbolla;Comunidad de Villa y Tierra de Sepúlveda;Segovia
646;BENECH;BOUNOUS;ENZO;35964,33898;muy alto;Basardilla;;Segovia
647;BERTON;BONJOUR;SERGIO LEONEL;28015,60073;medio;Bercial;Campiña Segoviana;Segovia
648;BEYHAUT;BONILLA;ALVARO JUAN FRANCISC;21236,61748;muy bajo;Bercimuel;;Segovia
649;BIELEMBERG1;GOLAN;PEDRO FELIPE;17228,17517;muy bajo;Bernardos;;Segovia
650;BIELLI;ARREDONDAS;MARIA CRISTINA;35459,36549;muy alto;Bernuy de Porreros;;Segovia
651;BONILLA;MARABOTTO;SERGIO DARDO;30231,19648;medio;Boceguillas;Comunidad de Villa y Tierra de Sepúlveda;Segovia
652;BORRELLI;MARCHI;ROBERTO;29425,25366;medio;Brieva;;Segovia
653;BURONE;MENDEZ;JOSE MARIA;21340,67773;muy bajo;Caballar;;Segovia
654;BUTTAZZONI;REPETTO;FERNANDO;21895,27137;muy bajo;Cabañas de Polendos;;Segovia
655;CABRERA;SOSA;NELSON MARIO;25639,07208;medio;Cabezuela;Comunidad de Villa y Tierra de Sepúlveda;Segovia
656;CALABUIG;FERNANDEZ;MARIO ALBERTO;23157,18542;bajo;Calabazas de Fuentidueña;Comunidad de Villa y Tierra de Fuentidueña;Segovia
657;CAMY;ANTOGNAZZA;CARLOS DANIEL;28293,00953;medio;Campo de San Pedro;;Segovia
658;CARABALLO;ACOSTA;RAUL GUILERMO;33984,24971;alto;Cantalejo;;Segovia
659;CARAM;ACOSTA;GRISEL;32089,9743;alto;Cantimpalos;;Segovia
660;CARDANI;GODIÑO;ADRIANA;23711,47689;bajo;Carbonero el Mayor;;Segovia
661;CARRASCO;SALVIDE;JUAN JOSE;29384,52253;medio;Carrascal del Río;;Segovia
662;ROQUERO;ORTIZ;JULIO CESAR;40114,37439;muy alto;Casla;Comunidad de Villa y Tierra de Sepúlveda;Segovia
663;CASTELLA;LORENZO;DANIEL EDGARDO;32465,77874;alto;Castillejo de Mesleón;Villa y Tierra de Sepúlveda;Segovia
664;CASTRO;LABORDA;MARIO EDUARDO;20377,34814;muy bajo;Castro de Fuentidueña;;Segovia
665;CAVALLERO;DALIA;GERMAN FEDERICO;24056,17983;bajo;Castrojimeno;Comunidad de Villa y Tierra de Sepúlveda;Segovia
666;CENTURION;ARBALLO;ALBA BEATRIZ;27469,93614;medio;Castroserna de Abajo;Comunidad de Villa y Tierra de Sepúlveda;Segovia
667;CERCHI;GIL;NARIA LOURDES;20616,75304;muy bajo;Castroserracín;Comunidad de Villa y Tierra de Sepúlveda;Segovia
668;CHALAR;VECCHIO;JULIO CESAR;34136,89313;alto;Cedillo de la Torre;;Segovia
669;CHIECCHI;ROSTAN;RICARDO ALEXIS;24552,16834;bajo;Cerezo de Abajo;Comunidad de Villa y Tierra de Sepúlveda;Segovia
670;CHIESA;BRUNO;ANTONIO;33436,74472;alto;Cerezo de Arriba;Comunidad de Villa y Tierra de Sepúlveda;Segovia
671;COELHO;SANDIN;HUGO;30972,65228;medio;Chañe;Comunidad de Villa y Tierra de Cuéllar;Segovia
672;CONDE;CARRERAS;CARLOS ROBERTO;24421,79126;bajo;Cilleruelo de San Mamés;;Segovia
673;CORDONE;GIASSANTI;PAOLA;35176,40592;muy alto;Cobos de Fuentidueña;;Segovia
674;CORREA;DUTRA;ADRIANA;44424,35693;muy alto;Collado Hermoso;;Segovia
675;CORUJO;;ANTONIO;20399,09675;muy bajo;Condado de Castilnovo;Villa y Tierra de Sepúlveda;Segovia
676;COSTA;VALVERDE;JOSE MAXIMINO;30994,97229;medio;Corral de Ayllón;;Segovia
677;COUTO;VILAR;MARÍA VICTORIA;24220,13567;bajo;Cozuelos de Fuentidueña;;Segovia
678;CRUZ;RIVERO;MARIA DE LOS ANGELES;31933,57978;alto;Cubillo;;Segovia
679;CURTO;OCHOA;SERGIO CARLOS;22626,85439;muy bajo;Cuevas de Provanco;;Segovia
680;DA SILVA;NUÑEZ;SANTOS RAMON;33409,46939;alto;Domingo García;;Segovia
681;BATOVSKY;SALIWONCHIK;ANA MARIA;31320,97332;alto;Donhierro;Comunidad de Villa y Tierra de Arévalo;Segovia
682;DALMAS;GARCEN;SUSANA;34017,26845;alto;Duruelo;Comunidad de Villa y Tierra de Sepúlveda;Segovia
683;DE CAMILLI;RAFFO;MAURO;27897,82304;medio;El Espinar;;Segovia
684;DE LOS SANTOS;MOREIRA;FELICIO;24305,61234;bajo;Encinas;Comunidad de Villa y Tierra de Sepúlveda;Segovia
685;DE MELLO;TABOADA;CARLOS;39368,98427;muy alto;Encinillas;;Segovia
686;DE SANTA ANA;ALVAREZ;HECTOR BARRET;35361,01624;muy alto;Escalona del Prado;;Segovia
687;DE SANTIS;COSTA;PATRICIA;23289,4659;bajo;Escarabajosa de Cabezas;;Segovia
688;DE TORO;GONZALEZ;GONZALO;15251,49745;muy bajo;Escobar de Polendos;;Segovia
689;DENBY;MONTALDO;ALLEN;35545,88793;muy alto;Espirdo;;Segovia
690;DINELLO;PENINO;IRMA LUCY;31456,01402;alto;Fresneda de Cuéllar;Comunidad de Villa y Tierra de Cuéllar;Segovia
691;DOMENECH;MARTINEZ;GUILLERMO JOSE;34857,63842;alto;Fresno de Cantespino;;Segovia
692;DOMINGUEZ;BERGER;JULIA ELIZABETH;32241,24405;alto;Fresno de la Fuente;Comunidad de Villa y Tierra de Sepúlveda;Segovia
693;DOS SANTOS;;NELSON;24753,96608;bajo;Frumales;;Segovia
694;DRAPER;PRADEIRO;ALEJANDRO;31910,68596;alto;Fuente de Santa Cruz;Comunidad de Villa y Tierra de Coca;Segovia
695;DUARTE;PEREZ;ALVARO RICARDO;24317,68907;bajo;Fuente el Olmo de Fuentidueña;;Segovia
696;DUARTE;COUTO;CARLOS PABLO;34493,18215;alto;Fuente el Olmo de Íscar;;Segovia
697;ECHEGOYEN;;GRACIELA;34913,25891;alto;Fuentepelayo;;Segovia
698;ECHEVARRIA;IGNATENCIO;JUAN ARTURO;33973,71862;alto;Fuentepiñel;;Segovia
699;ECHEVARRIA;OLMOS;ADRIANA MARIA ELENA;31956,75837;alto;Fuenterrebollo;Comunidad de Villa y Tierra de Sepúlveda;Segovia
700;ELHORRIBURU;ARIGON;LILIÁN SOLANGE;23040,6647;bajo;Fuentesaúco de Fuentidueña;;Segovia
701;ELIZALDE;CESAR;JOSE;25157,07503;medio;Fuentesoto;Tierra de Pinares;Segovia
702;EMMENENGGER;GIAMBIASSI;MARÍA ELENA;29919,8411;medio;Fuentidueña;;Segovia
703;ERLICH;ALEXANDROWIC;MARCELO;26117,76915;medio;Gallegos;;Segovia
704;ESPINOSA;MARMOL;GUSTAVO ADRIAN;41209,97621;muy alto;Garcillán;;Segovia
705;EUSTACHIO;COLOMBO;GRACIELA MARIA;29172,63736;medio;Gomezserracín;;Segovia
706;FABRE;ARMAND  PILON;NESTOR  LUIS;38070,17386;muy alto;Grajera;;Segovia
707;FERNANDEZ;LECCHINI;JUAN CARLOS;17277,44934;muy bajo;Honrubia de la Cuesta;;Segovia
708;FERNANDEZ;LEMBO;LINA SILVIA;26191,38687;medio;Hontalbilla;;Segovia
709;FERNANDEZ;FRANCESCH;NELSON MILTON;19316,55588;muy bajo;Hontanares de Eresma;;Segovia
710;FIGUEREDO;SUAREZ;GUSTAVO ANGEL;31858,2986;alto;Ituero y Lama;;Segovia
711;FLEITAS;;FRANCISCO;30049,5873;medio;Juarros de Riomoros;;Segovia
712;FLEITAS;VILLARREAL;SANDRA;27238,01996;medio;Juarros de Voltoya;Campiña Segoviana;Segovia
713;FUCCARO;TELLECHEA;FLAVIO;19032,66431;muy bajo;La Lastrilla;;Segovia
714;FUCCARO;MURIEDA;LUIS NICOLAS;29069,95346;medio;La Losa;;Segovia
715;FUICA;SEJAS;SERGIO FEDERICO;24993,52836;bajo;La Matilla;;Segovia
716;GARCIA;BIANCHIMANO;RUBEN HECTOR;46636,16336;muy alto;Labajos;Campiña Segoviana;Segovia
717;GARCIA;PETILLO;MARIO;21888,37835;muy bajo;Laguna de Contreras;;Segovia
718;GARCIA;PEREYRA;JORGE WASHINGTON;29546,28819;medio;Languilla;;Segovia
719;GARCIA;OBREGON;ANALÍA;26519,55136;medio;Lastras de Cuéllar;Tierra de Pinares;Segovia
720;GARCIA;GUARAGLIA;CARLOS;22903,43865;muy bajo;Lastras del Pozo;Campiña Segoviana;Segovia
721;GATTI;SANTANA;GRACIELA SUSANA;31248,29283;alto;Los Huertos;;Segovia
722;GIANARELLI;CANTOU;SUSANA BEATRIZ;35332,12084;muy alto;Maderuelo;Riaza;Segovia
723;ABASCAL;BELOQUI;WINSTON FRANKLIN;13691,91744;muy bajo;Abejar;Comarca de Pinares;Soria
724;AGAZZI;SARASOLA;ERNESTO;22908,78757;muy bajo;Adradas;Comarca de Almazán;Soria
725;ALONSO;CHIAPPARA;LEONARDO GUSTAVO;20135,47352;muy bajo;Alconaba;Comarca de Campo de Gomara;Soria
726;ALONSO;FIRPI;NOEMI LYDIA;28978,92373;medio;Alcubilla de Avellaneda;Comarca de Burgo de Osma;Soria
727;ALVAREZ;FERNANDEZ;ALVARO BOLIVAR;19343,78435;muy bajo;Alcubilla de las Peñas;Comarca de Arcos de Jalon;Soria
728;ALVAREZ;ESCURSELL;GERARDO JAVIER;33789,28773;alto;Aldealafuente;Comarca de Campo de Gomara;Soria
729;ALZA;FIORELLI;MARISA DANIELA;31461,5847;alto;Aldealices;Tierras Altas (Soria);Soria
730;ALZUGARAY;SARALEGUI;JUAN PABLO;36202,10386;muy alto;Aldealpozo;Comarca de Campo de Gomara;Soria
731;AMADO;FERNANDEZ;FERNANDO;31433,21078;alto;Aldealseñor;Campo de Gómara;Soria
732;ANTONIO;ALBINO;OLIVERA;26314,04407;medio;Aldehuela de Periáñez;Comarca de Campo de Gomara;Soria
733;ARAUJO;MENA;HUGO ROMAN;15288,91429;muy bajo;Alentisque;Comarca de Almazán;Soria
734;ARELLANO;AYALA;JOSE SEBASTIAN;30410,08239;medio;Aliud;Comarca de Campo de Gomara;Soria
735;ARENAS;BARREIRO;ADRIANA RAQUEL;39038,73007;muy alto;Almajano;Comarca de Campo de Gomara;Soria
736;AREOSA;CAZAJOUS;MIRIAM GUIOMAR;28814,14042;medio;Almaluez;Comarca de Campo de Gómara;Soria
737;ARGUELLO;RODRIGUEZ;ISMAEL;30301,06461;medio;Almarza;El Valle (Soria);Soria
738;ARGUELLO;WETHERALL;MARIA ELIDA;38904,27653;muy alto;Almazul;Comarca de Campo de Gomara;Soria
739;ARIAS;PICHON;MANUEL ERNESTO;19860,22966;muy bajo;Almazán;Comarca de Almazán;Soria
740;ARRIGONI;BERAZA;SERGIO RAUL;24868,99634;bajo;Almenar de Soria;Comarca de Campo de Gómara;Soria
741;ARTECONA;GULLA;MARIA TERESA;24517,50051;bajo;Alpanseque;Comarca de Arcos de Jalón;Soria
742;BACCARO;BLANC;JOSÉ ALBERTO;32163,2935;alto;Arancón;Campo de Gómara;Soria
743;BALCARCEL;NICOLETTI;ADRIANA;21355,0564;muy bajo;Arcos de Jalón;Comarca de Arcos de Jalon;Soria
744;BALDASSINI;BALATTI;CARLOS HUMBERTO;45816,94745;muy alto;Arenillas;Comunidad de Villa y Tierra de Berlanga;Soria
745;BARQUET;FASSIO;WLADIMIR;18632,47004;muy bajo;Arévalo de la Sierra;Tierras Altas (Soria);Soria
746;BARRIOLA;DANREE;MARIA SOLEDAD;23866,54754;bajo;Ausejo de la Sierra;Tierras Altas (Soria);Soria
747;BAYARDI;LOZANO;JOSE ARTURO;30869,71855;medio;Baraona;Tierra de Medinaceli;Soria
748;BELARRA;MUNIZ;GUSTAVO ROBERTO;33076,31065;alto;Barca;Comarca de Almazán;Soria
749;BELLO;BELEA;MANUEL JOAQUIN;43880,06398;muy alto;Barcones;Comarca de Berlanga;Soria
750;BENITEZ;CHEVESTE;ANTONIO;35778,3992;muy alto;Bayubas de Abajo;Comunidad de Villa y Tierra de Berlanga;Soria
751;BENITEZ;CAORSI;JUAN JOSÉ;16756,8866;muy bajo;Bayubas de Arriba;Comunidad de Villa y Tierra de Berlanga;Soria
752;BERTERRECHE;ALVAREZ;ANDRES;26376,8532;medio;Beratón;Comarca del Moncayo;Soria
753;BIANCHI;SALOMON;DANIEL MARIO;46623,59625;muy alto;Berlanga de Duero;Comunidad de Villa y Tierra de Berlanga;Soria
754;BLANCO;RICCETO;ANA MARIA;22791,09126;muy bajo;Blacos;Tierras del Burgo;Soria
755;BOCCARDO;LA RUINA;GABRIEL;33690,15967;alto;Bliecos;Comarca de Campo de Gomara;Soria
756;BOOK;SILVA;JAVIER ISIDRO;27470,49627;medio;Borjabad;Comarca de Almazán;Soria
757;BOOK;SILVA;PURA CONCEPCION;32300,81305;alto;Borobia;Comarca del Moncayo;Soria
758;BOSCH;SOCA;NELSON;25980,65712;medio;Buberos;Comarca de Campo de Gomara;Soria
759;BRAUSE;BERRETA;ALBERTO;28230,22589;medio;Buitrago;Comarca de Campo de Gomara;Soria
760;BRESCIA;RODRIGUEZ;ADRIANA NOEL;19477,87942;muy bajo;Burgo de Osma-Ciudad de Osma;Comarca de Burgo de Osma;Soria
761;CABRERA;PEREYRA;GUSTAVO LUIS;31155,88124;alto;Cabrejas del Campo;Comarca de Campo de Gómara;Soria
762;CABRERA;ZIEGLER;TACUABE;29814,71353;medio;Cabrejas del Pinar;Comarca de Pinares;Soria
763;CALTIERI;ELOSEGUI;MARICEL;25909,4884;medio;Calatañazor;Tierras del Burgo;Soria
764;CALVO;PENA;RICARDO;29834,8013;medio;Caltojar;Comunidad de Villa y Tierra de Berlanga;Soria
765;CANTERA;SENCION;JUAN PEDRO;24499,54815;bajo;Candilichera;Comarca de Campo de Gomara;Soria
766;CARAMBULA;VOLPI;MARCOS GUSTAVO;27871,96802;medio;Carabantes;Comarca de Campo de Gómara;Soria
767;CARAMES;SILVEIRA;ALBERTO LAUREANO;36891,37283;muy alto;Caracena;Comarca de Burgo de Osma;Soria
768;CARRASCO;PEREYRA;SULANGEL;26607,25753;medio;Carrascosa de Abajo;Comarca de Caracena;Soria
769;CARRAU;BONOMI;JAVIER;34428,08591;alto;Carrascosa de la Sierra;Tierras Altas (Soria);Soria
770;CARRION;RAMOS;IVONNE;33910,87972;alto;Casarejos;Comarca de Pinares;Soria
771;CASTAINGDEBAT;COLOMBO;ARMANDO IRINEO;26654,96535;medio;Castilfrío de la Sierra;Tierras Altas (Soria);Soria
772;CASTELLA;LORENZO;GABRIEL ALFONSO;21569,27171;muy bajo;Castillejo de Robledo;Comarca de Burgo de Osma;Soria
773;CASTELLI;ALMEIDA;JAQUELINE;37022,98814;muy alto;Castilruiz;Comarca del Moncayo;Soria
774;CERVI;ABELEIRA;YANET LILIAN;22627,62049;muy bajo;Cañamaque;Comarca de Campo de Gómara;Soria
775;CHARLONE;MARTINEZ;SILVANA MABEL;29225,97627;medio;Centenera de Andaluz;Villa y Tierra de Fuentepinilla;Soria
776;CHAVES;PEDREIRA;LIDIA MARGOT;26620,44518;medio;Cerbón;Tierras Altas (Soria);Soria
777;COELLO;PEREZ;HEBER ANTONIO;18116,84095;muy bajo;Cidones;Comarca de Soria;Soria
778;COITIÑO;SANTOS;OSVALDO;26848,31364;medio;Cigudosa;Comarca del Moncayo;Soria
779;COLLAZO;SANCHEZ;EDGAR DIONISIO;24827,59306;bajo;Cihuela;Las Vicarías;Soria
780;CONTI;NAPPA;ALBERTO LUIS;41559,65272;muy alto;Ciria;Comarca de Campo de Gómara;Soria
781;COPPOLA;ARGENTO;OSCAR MARIO;30548,22175;medio;Cirujales del Río;Comarca de Campo de Gomara;Soria
782;COURTOISIE;BEYHAUT;HECTOR GABRIEL;34456,78461;alto;Coscurita;Comarca de Almazán;Soria
783;COUSILLAS;IGLESISAS;FELIX JAVIER;26334,81867;medio;Covaleda;Comarca de Pinares;Soria
784;CROCCO;PAZOS;IVONNE MARIE;42944,76778;muy alto;Cubilla;Comarca de Pinares;Soria
785;CULTELLI;DELFINO;GABRIELA;17029,82154;muy bajo;Cubo de la Solana;Comarca de Soria;Soria
786;CURCI;FERRANDO;CARINA;18078,48693;muy bajo;Cueva de Ágreda;Comarca del Moncayo;Soria
787;DA SILVA;TESSADRI;STELLA MARY;25374,47607;medio;Deza;Comarca de Campo de Gomara;Soria
788;D'AMADO;RILLA;BRUNO RODOLFO;23507,64082;bajo;Duruelo de la Sierra;Comarca de Pinares;Soria
789;DAMASCO;SOLARI;ANABELLA ELIZABETH;43828,39727;muy alto;Dévanos;Comarca del Moncayo;Soria
790;DE LEON;FERNANDEZ;HECTOR;27837,64938;medio;El Royo;El Valle (Soria);Soria
791;DE VEGA;NAPOLI;MARIA DEL PINO;31802,66155;alto;Escobosa de Almazán;Comarca de Almazán;Soria
792;DELGADO;CERETTA;ALVARO LUIS;34063,83927;alto;Espeja de San Marcelino;Comarca de Burgo de Osma;Soria
793;DELGADO;MLYNEK;GUSTAVO RODOLFO;9981,343467;muy bajo;Espejón;Comarca de Burgo de Osma;Soria
794;DERSARKISIAN;APELIAN;MARTIN;25410,69584;medio;Estepa de San Juan;Tierras Altas (Soria);Soria
795;DIGHIERO;ABENTE;PEDRO PABLO;26953,41038;medio;Frechilla de Almazán;Comarca de Almazán;Soria
796;DOMENECH;BACCINO;DORA;22032,94822;muy bajo;Fresno de Caracena;Comarca de Burgo de Osma;Soria
797;DUARTE;FERNANDEZ;SERGIO NICOLAS;21944,21646;muy bajo;Fuentearmegil;Comarca de Burgo de Osma;Soria
